"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.269260113826022,0.918431848986074,0.153751322999597,0.935761638917029,0.758812777465209,0.425830898107961,0.0998633303679526,0.916553855873644,0.915250569581985,0.423342194641009
0.831239013234153,0.507292651105672,0.977237668819726,0.712823255220428,0.801425250479952,0.425384361064062,0.767709339270368,0.967346613062546,0.0865153057966381,0.307943888939917
0.973666107747704,0.550241623539478,0.508599027292803,0.347958135185763,0.203891067299992,0.899346245452762,0.0852573614101857,0.914453634992242,0.268748632166535,0.210929076420143
0.65648300643079,0.920921982266009,0.356517478823662,0.0250421643722802,0.949181655654684,0.691061770543456,0.458937589777634,0.961626376723871,0.894993057241663,0.994198587955907
0.590735893230885,0.448243469931185,0.76795645384118,0.644584819208831,0.142443728400394,0.985604484565556,0.693311312701553,0.303187227807939,0.777691690484062,0.421886552358046
0.251910324441269,0.34539669053629,0.0897921442519873,0.610630362061784,0.797636795323342,0.917749071260914,0.175776595948264,0.712378678610548,0.0259446310810745,0.597215738380328
0.131144206505269,0.828256539767608,0.149071630090475,0.0880962293595076,0.172980560222641,0.453577560372651,0.923371802316979,0.892816037870944,0.814375177491456,0.911134452559054
0.140513434773311,0.320412217173725,0.659931464819238,0.528722782386467,0.814658553339541,0.701407143613324,0.362139365402982,0.916163375834003,0.51071507204324,0.888301246333867
0.0158507020678371,0.873248452786356,0.392153815599158,0.851121419807896,0.0615395493805408,0.977516543120146,0.196290286490694,0.0678182588890195,0.310013021109626,0.946470636641607
0.680827777599916,0.196892772102728,0.740112412720919,0.47554187849164,0.806344523793086,0.216235038824379,0.849234065972269,0.126699708169326,0.18526720860973,0.56025220034644
0.345829531317577,0.529562775744125,0.586130746873096,0.542620660271496,0.130789230344817,0.343403115402907,0.800706070847809,0.607875529443845,0.784990797284991,0.070339220110327
0.947820024099201,0.0124151662457734,0.360862747766078,0.5229406747967,0.950699345441535,0.570676864357665,0.141875362955034,0.790397718315944,0.913500908995047,0.512569391168654
0.958749706391245,0.497762016020715,0.126705075614154,0.493152613053098,0.377635335316882,0.349142505321652,0.705996590899304,0.444346418138593,0.509956554509699,0.148088032146916
0.825461834669113,0.948244400555268,0.624159180792049,0.347765754908323,0.126270241336897,0.0125995683483779,0.757799686631188,0.344055164605379,0.813596185995266,0.491376874269918
0.615039043361321,0.719795203069225,0.273734315298498,0.821344658266753,0.410407986491919,0.594369643367827,0.796438806224614,0.944119680672884,0.650771219516173,0.762725130654871
0.953729084692895,0.645193752134219,0.104144877986982,0.127119285054505,0.13694572634995,0.205285848816857,0.780929420143366,0.178893029456958,0.203749274136499,0.336677342420444
0.447925676126033,0.455964911030605,0.707612207625061,0.35461832722649,0.0402382276952267,0.337792309466749,0.899591980269179,0.267115334048867,0.156529135303572,0.954958421178162
0.611059013754129,0.512825873214751,0.273626786191016,0.318444683915004,0.181187782203779,0.0548750711604953,0.449418262578547,0.870992476120591,0.0886341670993716,0.51119123888202
0.884734058752656,0.324174151290208,0.142722365446389,0.73673994303681,0.0924105744343251,0.592533167218789,0.347213594708592,0.412075076485053,0.102034198120236,0.973563849460334
0.595341670326889,0.0219752562697977,0.671316707972437,0.918610799591988,0.166842522565275,0.135869399877265,0.594217461999506,0.500887027475983,0.932148793479428,0.536190554732457
0.386205435963348,0.65215633995831,0.641426768386737,0.964023583801463,0.762719416525215,0.11473966226913,0.736387454671785,0.664666086202487,0.0160358853172511,0.792120851576328
0.609044769546017,0.620742360129952,0.0943902553990483,0.851056486833841,0.462320650462061,0.411123857833445,0.766929436242208,0.424270045477897,0.551903343759477,0.0762615648563951
0.907608659472317,0.977141015231609,0.733523976523429,0.809777694987133,0.667101645842195,0.119239324470982,0.325063498923555,0.751957909204066,0.687862896360457,0.358424287987873
0.672905143816024,0.622311453800648,0.129146208288148,0.155845312168822,0.820471576647833,0.934659043559805,0.0659834477119148,0.521965753287077,0.548695412930101,0.608242081012577
0.844137880485505,0.300437896046788,0.00293431919999421,0.351780270924792,0.769931379472837,0.708078916184604,0.341658896068111,0.191625995794311,0.928166417870671,0.538231134880334
0.356991858687252,0.46911962935701,0.734468599548563,0.00459146383218467,0.823445088462904,0.0991271792445332,0.564877903321758,0.308468085480854,0.707279550144449,0.55860057938844
0.43151810253039,0.825942790368572,0.462359508266672,0.910707204602659,0.149165197042748,0.757551129674539,0.336998617276549,0.581826090347022,0.722972890827805,0.571458922931924
0.335540215717629,0.378650073194876,0.18650484457612,0.12812886130996,0.0205842573195696,0.642860505729914,0.841014484874904,0.396179881878197,0.591693367110565,0.550750250928104
0.487704129191115,0.630079195834696,0.23989591258578,0.0522275913972408,0.0999785943422467,0.0135790181811899,0.556164272595197,0.68264549667947,0.0642446186393499,0.993225908838212
0.310306976083666,0.989873395068571,0.747789193177596,0.78621344268322,0.988132427679375,0.142586186528206,0.0457238683011383,0.526111839804798,0.412657561246306,0.346663558157161
0.495815117377788,0.880265560233966,0.368894125567749,0.503867836436257,0.566541916923597,0.95519311609678,0.132994276471436,0.336367120966315,0.220692325383425,0.990945057012141
0.927105690352619,0.948810920119286,0.620465792249888,0.306910537416115,0.0336887212470174,0.692054976942018,0.261522546410561,0.668364676414058,0.0792533021885902,0.937965555582196
0.780913539463654,0.717830249574035,0.234534323215485,0.575536367250606,0.836551425745711,0.943718260619789,0.182158571667969,0.126470969757065,0.510367986513302,0.0973790744319558
0.715804161503911,0.694386906921864,0.39489278732799,0.905508039519191,0.116917924256995,0.565880930516869,0.721262828679755,0.266445773653686,0.340806523570791,0.643770443741232
0.577070305589586,0.93089052150026,0.607738826423883,0.259887196356431,0.0332381662447006,0.0655928670894355,0.188292910577729,0.872816565213725,0.707875958643854,0.406443006824702
0.375566314673051,0.285198266152292,0.742278661578894,0.470276740146801,0.575937263201922,0.596033314242959,0.598206978756934,0.349071495700628,0.701214910019189,0.670077238697559
0.270246878266335,0.567414815537632,0.72751316614449,0.506679685320705,0.331014208961278,0.926598656689748,0.466042970307171,0.668293144321069,0.219756057253107,0.6815589745529
0.782909012166783,0.819826860213652,0.891656602500007,0.955332475248724,0.0737399815116078,0.753336046822369,0.464605338405818,0.226243464741856,0.71250444999896,0.600748972035944
0.0176694213878363,0.373259135056287,0.820730834966525,0.97254725638777,0.574086883105338,0.687662581913173,0.0211544120684266,0.154146268963814,0.917934858473018,0.9681032942608
0.0508625956717879,0.17209749831818,0.279678309336305,0.551309629110619,0.912151653086767,0.28189385519363,0.12476430577226,0.749454864300787,0.17331845802255,0.0177254076115787
0.342993327183649,0.107337578432634,0.741423246217892,0.903031868161634,0.545792285352945,0.75199642800726,0.36404280574061,0.69165415992029,0.0211616873275489,0.60431452607736
0.461078723659739,0.320121900876984,0.960642307065427,0.909894462209195,0.0897129960358143,0.867831342620775,0.249577119713649,0.0596199482679367,0.354626015527174,0.00211251154541969
0.348890975117683,0.775973123731092,0.24431121814996,0.551502521382645,0.0737231855746359,0.384029855718836,0.377966216066852,0.115803405409679,0.404938775580376,0.301795368548483
0.368743944680318,0.841408543055877,0.927816332085058,0.0237036400940269,0.632051234599203,0.637265409575775,0.659395875642076,0.354116411646828,0.454906479921192,0.905543785309419
0.0789657547138631,0.246844667941332,0.770249281777069,0.972042195498943,0.517690430628136,0.352988980244845,0.732542593264952,0.398536437889561,0.174854614073411,0.105908744502813
0.27183912624605,0.728561281692237,0.131405784981325,0.966400023084134,0.31895046797581,0.671124743996188,0.412973159691319,0.172319932142273,0.0361148968804628,0.525482930243015
0.0505993696860969,0.228674933547154,0.680080383084714,0.331507001304999,0.748485764721408,0.489832395222038,0.13211506116204,0.313954820623621,0.0540151463355869,0.912626503733918
0.77261575916782,0.305407200939953,0.86610455904156,0.495321713620797,0.668968392070383,0.350261644460261,0.294547597644851,0.985245369374752,0.538460356881842,0.190395612968132
0.777109843678772,0.257903798483312,0.0142252775840461,0.73520317254588,0.181760166073218,0.250054526142776,0.791044785175472,0.188327381387353,0.804793847957626,0.47499429481104
0.752882904140279,0.284385997802019,0.073864771053195,0.16514365375042,0.699593096971512,0.662265009246767,0.823216141201556,0.767620164202526,0.580873385071754,0.638929371489212
0.607054106192663,0.240593525115401,0.293249723035842,0.810812953161076,0.081400518771261,0.434763934463263,0.046720402315259,0.761600752128288,0.929295178735629,0.705084511078894
0.794488964369521,0.408985964022577,0.0301009153481573,0.00405624601989985,0.287942194379866,0.793651023646817,0.535353353712708,0.016116110375151,0.589298150269315,0.343704204307869
0.342024185927585,0.610411513363943,0.760756704257801,0.937656209571287,0.554790470516309,0.0265522201079875,0.418219898128882,0.249670011689886,0.286925118183717,0.462455071043223
0.0378904594108462,0.958516601240262,0.621455032378435,0.663266349816695,0.421037547988817,0.867858853423968,0.139750345610082,0.447492133127525,0.738937344634905,0.10628858814016
0.763107768492773,0.693500248715281,0.390600868035108,0.406773956026882,0.630558928707615,0.107367643155158,0.11428948235698,0.517480619018897,0.559851510217413,0.446007610764354
0.639570349827409,0.402711346978322,0.441111315274611,0.244670857675374,0.654255487956107,0.928213169565424,0.115952704101801,0.32917787018232,0.199707849416882,0.811427458655089
0.0654699674341828,0.4497621555347,0.932799502741545,0.541654742322862,0.65065750060603,0.103728781919926,0.0671033079270273,0.617176098516211,0.937154220649973,0.482558218296617
0.644013796234503,0.219123182818294,0.685403309296817,0.55086547578685,0.862195800989866,0.346119343768805,0.299851761199534,0.0789007660932839,0.626755750039592,0.808222913648933
0.899384611286223,0.554599326802418,0.297680218471214,0.291584369027987,0.401257493766025,0.739866412244737,0.37420727009885,0.917785748373717,0.0895656642969698,0.195130455307662
0.384935579029843,0.92883845535107,0.919080912834033,0.0394701149780303,0.901385485893115,0.174735199427232,0.214001522166654,0.80112339113839,0.19885943364352,0.401895452756435
0.901243300177157,0.604090773034841,0.271419689059258,0.946544105419889,0.463177501223981,0.754060036037117,0.630211525131017,0.322880929801613,0.372947353636846,0.46515775914304
0.92305467906408,0.376991674536839,0.971667640609667,0.487959609832615,0.63310170150362,0.385498708579689,0.259986918186769,0.521632107440382,0.168450738070533,0.987900944892317
0.599388481816277,0.700903267133981,0.419647393515334,0.10831494955346,0.832249853992835,0.221431943122298,0.54805794917047,0.43752571917139,0.205740576144308,0.652368384413421
0.512937461724505,0.403256255201995,0.461923381779343,0.734972881386057,0.413406054722145,0.0800688280723989,0.341484499629587,0.975906777894124,0.994635980343446,0.995339998509735
0.742981752380729,0.980903912801296,0.643214002950117,0.227298762649298,0.00721747404895723,0.83737978246063,0.110427041305229,0.983875783160329,0.136273179203272,0.722825342789292
0.511236177524552,0.037779713049531,0.276377064641565,0.43149363505654,0.647936563473195,0.854225144488737,0.591314392862841,0.282242266694084,0.118367135291919,0.463245042134076
0.998872480355203,0.642644865671173,0.719923736527562,0.948320109630004,0.416104048490524,0.156302148243412,0.0231240519788116,0.615144390147179,0.7438058485277,0.439953413326293
0.87234278023243,0.718969286652282,0.00122834253124893,0.253327362239361,0.853285559918731,0.380675480002537,0.409658910008147,0.637408711947501,0.297241654014215,0.241771141532809
0.263401724398136,0.509999088710174,0.859959307825193,0.966925954911858,0.90317900152877,0.545961547875777,0.404339872533455,0.244479530258104,0.418077447451651,0.209419469349086
0.779775452334434,0.0308472509495914,0.47300556791015,0.745816624490544,0.905647577252239,0.196226212894544,0.286590665346012,0.909193189116195,0.562583646737039,0.845989860827103
0.026940835872665,0.918447693344206,0.524295452516526,0.672191922785714,0.75596653833054,0.793939916882664,0.172803887864575,0.421433929819614,0.80204218509607,0.301514134276658
0.0165799036622047,0.8989337249659,0.218693550908938,0.957314158556983,0.552782163023949,0.115027610678226,0.444659023778513,0.275160046992823,0.623217517510056,0.542465962469578
0.725231393240392,0.748419449897483,0.60710772476159,0.869833022821695,0.336185852764174,0.129373748088256,0.747321161208674,0.206302671926096,0.176168190082535,0.205359634477645
0.654707854148,0.162489065434784,0.932878284016624,0.844757446320727,0.435793257085606,0.715446065180004,0.910181236686185,0.724232454085723,0.2698358616326,0.862053714459762
0.441697246627882,0.250658739591017,0.0345280882902443,0.0394579614512622,0.0573821098078042,0.618718387559056,0.355489727342501,0.741218860959634,0.788529914803803,0.306200525723398
0.676843774970621,0.455316720530391,0.55257685855031,0.0918685258366168,0.293499236693606,0.228799525415525,0.565209612017497,0.331869564484805,0.557692823233083,0.838303603930399
0.583934006048366,0.920328172855079,0.307680642232299,0.659916772972792,0.296561394818127,0.691186575917527,0.22365111624822,0.708983617369086,0.707722165388986,0.0614780827891082
0.665338464314118,0.421501939417794,0.0380144619848579,0.543410380603746,0.736648098099977,0.836847389349714,0.783865350298584,0.581241703825071,0.461432984564453,0.461096683517098
0.123163124313578,0.124089367687702,0.967177996179089,0.886516318190843,0.616905777016655,0.705271078972146,0.316518903244287,0.567816969240084,0.0748738734982908,0.612736491020769
0.52766699809581,0.411763775395229,0.167880546068773,0.808894792571664,0.154144677100703,0.528855166165158,0.365178206004202,0.275253324769437,0.979720376431942,0.409235471393913
0.540362958563492,0.0121123141143471,0.657526266295463,0.603750312468037,0.639764505205676,0.149326118873432,0.163248924771324,0.274549101945013,0.729489647550508,0.950809478061274
0.0527082025073469,0.760318465298042,0.435399450361729,0.090688336873427,0.93631592579186,0.111474637174979,0.592429048614576,0.192049270262942,0.402915202779695,0.848624520469457
0.280806671595201,0.551701896591112,0.183210561983287,0.199615361867473,0.599425381515175,0.159751686267555,0.093894156627357,0.0750471777282655,0.830927955219522,0.145259617129341
0.67536129266955,0.103497010422871,0.676348538370803,0.942576704546809,0.0259038314688951,0.129779809620231,0.501597435213625,0.178214002167806,0.00129929929971695,0.02526541845873
